RequestId,RequestCategory,Location,RequestType,PriorityLevel,LeadVolunteerNeeded,ForSelfOrOthers,IsCalamity,Subject,Description,LanguagePreferred,RequestorId,Status,Duration,AssignedVolunteer,REQ_ID
13bf23ed-fb05-4aae-96a2-b70f27253355,Food and Essentials,"40192 Mueller Bridge Apt. 952, Rhondaport, MA 56091",Remote,High,Yes,Self,No,Help needed with meal delivery,A family needs cooked meals delivered daily for two weeks.,English,84752e9e-9ea6-4eb3-8a3d-8a018c4a7e0d,Assigned,23,,
7e818fd4-896a-483e-a62f-56b1850f994e,Food and Essentials,"73756 Myers Drives Suite 475, New William, MT 37086",InPerson,High,Yes,Self,No,Essential supplies required,A family needs cooked meals delivered daily for two weeks.,English,947516ef-250f-4d53-a5c9-deb42d90c031,Completed,11,,
5395a776-ef6c-420f-9774-ce118bb1ddf2,Healthcare and Wellbeing,"0310 Miller Club Apt. 940, Nicholasbury, TX 16792",Remote,Medium,Yes,Self,Yes,Support needed for physiotherapy exercises,Volunteer needed to accompany a patient to a medical appointment.,English,e2735b41-c0e8-499b-98bb-7ac7d15ede11,Assigned,10,,
afe3dd5d-5da8-4058-b7d1-45adc7b0a959,Education and Career Support,"898 Rivera Roads Suite 898, South Robertmouth, IA 70130",Remote,Medium,No,Others,Yes,Help with resume and job search,Student needs academic support in math and science for weekly sessions.,Tamil,4472cf36-33f8-4ff1-bb1a-cdc2aa6cc8f4,Assigned,5,,
a91ab76e-67d2-400d-973f-aab4d7558d3b,Education and Career Support,"PSC 9650, Box 9792, APO AE 38002",Remote,Medium,Yes,Self,Yes,Need tutor for school subjects,Looking for a mentor to guide a student with college applications.,Spanish,57a77a8d-8ee6-43a2-90f8-6ac10f947a67,Completed,10,,
a53a51ae-0d94-4f02-8e0b-b10a58226c9f,Elderly Support,"3936 Alvarez Path Suite 867, Ramirezchester, KY 15470",Remote,Medium,No,Others,Yes,Medication reminder support needed,Family needs a volunteer to remind an elderly person about medications.,Tamil,85fcbbd2-e000-45c7-b5fc-36baa16bb1e6,Open,5,,
3d9d67c2-e82a-4d96-a8e1-ebee30ac7fe5,Clothing Support,"28172 Kimberly Curve, New Jennifer, IA 31475",Remote,Medium,No,Self,No,Requesting blankets and jackets,A low-income family needs warm clothing for two adults and one child.,Bengali,72cf0602-1057-4323-99ae-cd2a5d297281,Assigned,25,,
ba97bac7-0e16-4109-8a76-a173a42c22c1,Food and Essentials,"9818 Hartman Place Suite 987, Patriciaborough, TN 34607",Remote,High,No,Others,No,Help needed with meal delivery,Volunteers required to distribute food kits to 20 families.,Tamil,5f73888e-3f59-451d-9296-1405e1703f90,Completed,10,,
efd32a28-5fd7-48d9-a460-78437364ff01,Food and Essentials,"877 Caitlin Lock, North Jamesstad, ND 65541",InPerson,Low,No,Others,Yes,Essential supplies required,A family needs cooked meals delivered daily for two weeks.,Telugu,7db7ac1c-8829-4b49-a359-17f17832bb58,Assigned,24,,
d147f9af-dcca-4664-bea3-9ce61cf2e902,Elderly Support,"USCGC Jones, FPO AP 36706",Remote,High,No,Others,Yes,Companion for elderly person,Family needs a volunteer to remind an elderly person about medications.,Tamil,acc83c0d-c4e8-4fae-9e6a-9aea63c39109,Assigned,30,,
8915fa9f-d17e-43d7-b697-0de0538068c5,Food and Essentials,"1032 Kiara Road, Racheltown, WV 60554",InPerson,Low,Yes,Others,No,Support with distributing food kits,Essential food supplies needed for a financially distressed family.,Spanish,d18eecba-580c-4fa7-b382-a67f946c01db,Completed,13,,
45856407-0909-40cc-80ea-6f8e06735ba4,Food and Essentials,"913 Frances Loop Suite 603, Hendersonstad, NE 91204",InPerson,Low,Yes,Self,No,Help needed with meal delivery,A family needs cooked meals delivered daily for two weeks.,Telugu,aa0037cd-933c-461a-8f77-649ffbb9f2d5,Completed,26,,
0b0b3a59-efe4-47ba-b6e6-cff3fe9f5fd7,Education and Career Support,"7209 Jones Island Suite 721, East Raymond, IN 14410",Remote,Medium,Yes,Self,No,Mentor required for college application,Looking for a mentor to guide a student with college applications.,Hindi,cb8fc60b-b60d-4fef-9141-9ca08ff60b40,Completed,3,,
706e497f-1107-47a9-96a5-a070a4bb2c71,Food and Essentials,"2950 Charles Mount, Blakehaven, OR 50001",Remote,High,No,Self,Yes,Essential supplies required,Essential food supplies needed for a financially distressed family.,Spanish,fba3a270-f9c6-479d-9f85-c1787a4862ec,Assigned,18,,
716c9881-cea5-4221-8603-2709c8faaae4,Food and Essentials,"0570 Hunt Manor Apt. 725, Stevenbury, MT 50225",InPerson,Low,Yes,Others,No,Essential supplies required,A family needs cooked meals delivered daily for two weeks.,Telugu,5b7eb564-d550-4e75-b96c-855f524f1eac,Open,30,,
0922f118-686c-4dc1-aeb3-4f7254a2da83,Education and Career Support,"6800 Jamie Groves, Nelsonville, MP 12115",InPerson,High,Yes,Self,Yes,Help with resume and job search,Student needs academic support in math and science for weekly sessions.,Tamil,1cbdfebf-d46f-4521-9493-4b83144c4c60,Completed,7,,
a5744bac-7684-4a17-b0bc-8d22e994d7cd,Elderly Support,"4970 Lewis Brooks, New Ethan, WV 06226",InPerson,High,No,Others,No,Assistance needed for grocery shopping,Family needs a volunteer to remind an elderly person about medications.,English,a36f117c-9bc5-455b-a688-3671606f16b7,Assigned,21,,
0499ec16-a101-4af5-b560-14043e7b30a5,Food and Essentials,"4699 Tiffany Flat Apt. 924, Stevenchester, CA 10669",Remote,High,Yes,Others,Yes,Support with distributing food kits,Volunteers required to distribute food kits to 20 families.,English,86ff1074-d4d6-42d4-b7fa-254ad712dff7,Assigned,25,,
27a3aab1-c62e-4540-823d-5e097fed8d02,Education and Career Support,"6950 Donna Ville Apt. 747, Blackberg, MA 48595",InPerson,Medium,Yes,Self,No,Mentor required for college application,A job seeker needs help preparing a resume and practicing interviews.,Spanish,f088d65d-9497-4723-8233-784e6f2c299d,Completed,14,,
e25b484a-cb3a-4464-9f3b-fa0288382030,Elderly Support,"2290 Gregory Overpass, Stevensonfurt, PR 64713",InPerson,Low,Yes,Self,Yes,Companion for elderly person,A senior citizen is looking for someone to talk with daily.,Hindi,eacedbc4-d1a8-4ab3-b97d-1b72c6e390de,Completed,24,,
8bfb3a61-d5be-437c-9ca2-d7dfa66301f4,Elderly Support,"USNS Hernandez, FPO AA 53437",Remote,High,No,Self,No,Medication reminder support needed,A senior citizen is looking for someone to talk with daily.,Telugu,3c36543d-96c2-4848-bc51-21562e795961,Completed,1,,
e0ed7617-5cf1-4fe6-b448-e2d77fe6485e,Elderly Support,"7972 Fisher Cape Suite 946, Cookfort, MP 74148",InPerson,Low,No,Others,Yes,Companion for elderly person,An elderly resident needs weekly help with groceries.,Telugu,a3b7ce7c-6886-4832-8869-f1a485cb222f,Assigned,1,,
a11d07ce-25d3-462f-918c-0b0b2f743aae,Clothing Support,"575 Moore Course, West Danielberg, AK 35979",InPerson,High,No,Self,Yes,Help required for donated clothes sorting,Looking for volunteers to sort and distribute donated clothes at the community center.,Bengali,d685920d-de97-40ae-a5cf-9276230285bf,Completed,14,,
27eefeb8-4374-439e-a22d-0823665c49b9,Clothing Support,"15654 Nguyen Prairie, Kimberlymouth, TN 90237",InPerson,Medium,No,Self,Yes,Help required for donated clothes sorting,A low-income family needs warm clothing for two adults and one child.,Hindi,e0dc3c70-e420-4820-a6f4-dae672abcb84,Completed,6,,
60f3aceb-5f76-47cb-a8c5-7334a4b4a003,Education and Career Support,"0853 Wilson Court, Kaylahaven, KS 42313",Remote,High,Yes,Others,Yes,Help with resume and job search,Student needs academic support in math and science for weekly sessions.,Hindi,6f6a6a15-204b-4f3a-8b61-2c146fdfe8ae,Open,10,,
d01365df-562d-4ed8-b0d5-f7fc138e0f86,Food and Essentials,"USNS Simon, FPO AE 55349",InPerson,High,Yes,Others,No,Support with distributing food kits,Essential food supplies needed for a financially distressed family.,Telugu,34ad767d-369d-4fc4-9202-32036ee8ab1e,Open,11,,
5641c127-17bf-461d-89c0-263234ede807,Clothing Support,"3130 Jonathan Estate Suite 463, East Meganmouth, KS 87044",Remote,Medium,Yes,Others,No,Requesting blankets and jackets,Immediate need for blankets due to cold weather in the area.,English,716dd35a-5b52-4b54-a4a6-3cbbae3ae886,Assigned,10,,
3c079beb-277d-42cb-b2cc-b18c3f929e2b,Clothing Support,"6581 Stevens Circle, Christophermouth, AK 54201",Remote,Low,Yes,Self,No,Need winter clothing for family,A low-income family needs warm clothing for two adults and one child.,Hindi,f4c56864-fe5c-44d8-9253-f6dd6f60b824,Completed,6,,
f9681362-1bc6-4d70-a7b4-b874a8390756,Clothing Support,"625 Barajas Burgs, East Wanda, NJ 58661",InPerson,Low,Yes,Others,No,Help required for donated clothes sorting,Immediate need for blankets due to cold weather in the area.,English,7e7367c9-b606-4de1-9620-e0bc565e2f54,Open,3,,
85450464-9669-4d5e-8ac4-3b2632dec2b4,Food and Essentials,"0889 Wallace Alley, Luceroview, TX 58478",Remote,High,No,Others,Yes,Support with distributing food kits,Essential food supplies needed for a financially distressed family.,English,6b039024-67d0-428b-84c5-f026222c7d22,Assigned,1,,
3d4df0d5-b7bd-4786-87ed-714da94a8426,Education and Career Support,"USCGC Valentine, FPO AE 50247",InPerson,High,No,Others,No,Need tutor for school subjects,Student needs academic support in math and science for weekly sessions.,Spanish,49f95e3b-b7a1-4bda-a0e3-f6dc59e17bf2,Assigned,6,,
c3ca3370-80b5-494c-b411-6df63c95b820,Education and Career Support,"12916 Sabrina Estates, Port Kyleport, AL 76724",InPerson,Low,No,Self,No,Help with resume and job search,A job seeker needs help preparing a resume and practicing interviews.,Hindi,c1c0c22c-7712-4edd-b0cb-1e4fbb3efa11,Assigned,4,,
5d2dabc7-663d-4afa-8bac-accb6c05d06c,Housing,"USS Black, FPO AP 78855",Remote,High,Yes,Self,Yes,Help with minor home repairs,Person needs temporary shelter after losing housing.,English,5ca24569-05be-4e0e-9d9c-ce47a828324c,Completed,11,,
209b569d-90a3-4572-bc7a-bdff9bfb80f9,Elderly Support,"81971 Barbara Parkway Apt. 750, Shellyview, UT 81881",Remote,Medium,Yes,Self,Yes,Assistance needed for grocery shopping,An elderly resident needs weekly help with groceries.,English,f4d65b35-1023-49b6-8f03-a47d3a8d1373,Open,18,,
cc86b4ed-1139-42d3-b5c8-718bce88df87,Healthcare and Wellbeing,"1800 Mitchell Lodge Suite 876, Port Jenniferland, OR 59969",Remote,Medium,Yes,Others,Yes,Help required for basic wound dressing,Volunteer needed to accompany a patient to a medical appointment.,Bengali,4e21eef1-3dd3-47e2-8a70-e2dd51d94c76,Completed,30,,
ff91bd6c-42ab-48da-a353-8b02f07dd212,Education and Career Support,"913 Warren Common, Wellsbury, TX 23964",Remote,Medium,Yes,Self,No,Mentor required for college application,Looking for a mentor to guide a student with college applications.,Telugu,741b041e-06fd-4625-ba03-51451fe0cc81,Assigned,12,,
6f47a864-1731-4e91-aae0-546df9dc6c9a,Housing,"5628 Coleman Center, Caitlinborough, ID 74694",Remote,High,Yes,Self,Yes,Support needed for shifting,Person needs temporary shelter after losing housing.,Tamil,0e2dc167-66ca-4bb8-938f-3fe00eebffb8,Assigned,23,,
d6f13272-4c7d-4a98-b610-d1b1bd36ed98,Elderly Support,"88987 Copeland Ville Suite 405, Christineburgh, TX 12224",InPerson,High,No,Others,No,Assistance needed for grocery shopping,An elderly resident needs weekly help with groceries.,Telugu,3b623d1c-396c-406a-b1f0-ab0c94f97417,Completed,19,,
2a14bf6c-249f-4b98-bc56-5cb84d30606b,Elderly Support,"474 Timothy Plains Apt. 996, Zacharyberg, GA 22620",Remote,Medium,No,Others,Yes,Assistance needed for grocery shopping,A senior citizen is looking for someone to talk with daily.,Spanish,ec7f7b14-20f3-4b94-add7-897e461dd58a,Open,10,,
2bec26b6-726c-4361-a262-e0c0f993d663,Housing,"06849 Bobby Cove Suite 702, Amandaview, DC 07748",Remote,Low,Yes,Self,Yes,Help with minor home repairs,Volunteers needed for packing and moving household items.,Telugu,06837f73-38be-434d-9ef1-df8004923dbb,Open,13,,
5073b7a0-df8a-4477-9625-9b0478463327,Healthcare and Wellbeing,"770 Lisa Overpass, Landryfort, MD 82502",Remote,High,Yes,Others,Yes,Medical appointment assistance,Request for someone to assist with basic wound dressing.,Hindi,6fc82c29-4730-43f1-a1f6-523522beef04,Open,23,,
b619f643-f69a-4cf0-8fa3-cc69923f5aed,Healthcare and Wellbeing,"606 Melanie Way, Henrymouth, CA 72228",InPerson,Low,No,Others,No,Medical appointment assistance,Individual needs help performing daily physiotherapy exercises.,Hindi,f2acc9ee-861f-4a18-8baf-dcd449bc37fa,Assigned,15,,
1cb3e201-4528-4c5f-9e7c-947247204a53,Healthcare and Wellbeing,"032 Timothy Path Suite 645, New Andrewfurt, CT 62880",InPerson,Low,No,Self,No,Medical appointment assistance,Volunteer needed to accompany a patient to a medical appointment.,Tamil,16e3ef00-e746-4d61-9812-e1ae6f0235a8,Completed,22,,
02eb164f-e923-4c26-9670-3192d9c091f4,Clothing Support,"4784 Davis Station Suite 225, South Jenny, GA 39415",InPerson,High,Yes,Others,Yes,Need winter clothing for family,Looking for volunteers to sort and distribute donated clothes at the community center.,Telugu,bb84814f-3132-4b49-bc02-2643529142e3,Assigned,19,,
c585acdb-af14-4bbe-8d2b-b71f8e1bc257,Housing,"72734 Pearson Dale, South Edwardton, NJ 24770",Remote,High,No,Others,No,Temporary shelter assistance,Family needs help fixing plumbing and electrical issues.,English,81d5bb3a-2881-4f64-be82-30a1a572eb51,Completed,24,,
4c619603-6e29-4142-b2cf-03fce0e922c3,Healthcare and Wellbeing,"73977 Bradley Gardens Suite 108, Lake Danny, SC 25046",InPerson,Low,Yes,Self,Yes,Medical appointment assistance,Individual needs help performing daily physiotherapy exercises.,English,f2e07b54-ecdc-4fbd-96fb-e384b144ba75,Assigned,15,,
f1b92f9d-4874-46d8-9d87-c0893bac2226,Food and Essentials,"PSC 2751, Box 6530, APO AA 31316",InPerson,Low,No,Self,No,Support with distributing food kits,A family needs cooked meals delivered daily for two weeks.,Telugu,44c8f76f-fecf-464a-bbdd-486aadaf06cf,Completed,1,,
b5367989-25b0-4e68-bc16-6e915250e51b,Housing,"6559 Prince Walk, Markville, KS 94437",Remote,Low,No,Self,Yes,Help with minor home repairs,Family needs help fixing plumbing and electrical issues.,Tamil,d275aa62-12ee-4d28-a7f5-020aca3d6da8,Completed,26,,
b41f9e79-3bd7-476f-87d8-923a85106f44,Food and Essentials,"0386 Joel Crossroad Suite 332, New Mark, ND 41421",InPerson,High,No,Others,No,Support with distributing food kits,Volunteers required to distribute food kits to 20 families.,Telugu,232830cf-1e60-4b7d-8360-ee5270a9f606,Open,3,,
1b4001ce-9b84-4c10-8c90-70746a9ef334,Food and Essentials,"32029 Buck Pass, Amandashire, DC 98901",Remote,High,No,Self,Yes,Essential supplies required,Essential food supplies needed for a financially distressed family.,English,f5a25c8c-e03c-4806-b4c3-de55e5479609,Assigned,12,,
eceffa4e-105b-4751-b8b6-8029f7436551,Food and Essentials,"5282 Wood Key Suite 237, New Bradleystad, VA 08839",Remote,High,Yes,Self,No,Support with distributing food kits,Essential food supplies needed for a financially distressed family.,Hindi,a3d9cbb1-2f74-4179-b484-19ddd6997d74,Assigned,4,,
00212547-9665-45a6-826a-5a58b9023d5d,Clothing Support,"2455 Phillips Wells, North Alexandriafort, NM 02779",InPerson,Low,Yes,Self,Yes,Help required for donated clothes sorting,A low-income family needs warm clothing for two adults and one child.,Tamil,cddb7041-ce73-4821-9fc7-03119cf90889,Assigned,4,,
1420c581-ca5a-448b-8688-8a1272932900,Clothing Support,"4819 Bonnie Court, Mooneyland, GU 43616",InPerson,Low,Yes,Others,No,Help required for donated clothes sorting,Immediate need for blankets due to cold weather in the area.,Hindi,cdc73fe2-fb7a-438a-8d41-653c35b741f7,Open,2,,
59cbb538-a70b-42ef-9d3a-e889f2f588ad,Housing,"4409 Devin Via Suite 279, East Sara, NV 75790",Remote,High,No,Self,Yes,Temporary shelter assistance,Volunteers needed for packing and moving household items.,Telugu,797acfb5-0235-4e96-91b9-51587f07beed,Open,12,,
4a387972-fcc1-4df9-b2fb-63637bb54cf5,Education and Career Support,"871 Young Fork Suite 577, Jeffreyville, KS 81350",Remote,High,No,Self,Yes,Mentor required for college application,A job seeker needs help preparing a resume and practicing interviews.,Spanish,0a5cfa46-2dc5-4a78-bd07-0c395c2d0687,Completed,26,,
7b0e9cc7-248c-4b30-aa97-ffe41add3dd5,Healthcare and Wellbeing,"2351 Seth Throughway, Brittanyview, MT 76422",Remote,Low,No,Others,Yes,Help required for basic wound dressing,Individual needs help performing daily physiotherapy exercises.,Bengali,cf880b00-2dd9-40fb-bce2-2d25b1e736ea,Assigned,3,,
d0808007-54c3-45fc-9512-27f5235c464a,Food and Essentials,"5615 Sean Inlet, Danielmouth, MP 96701",InPerson,Low,No,Self,Yes,Support with distributing food kits,A family needs cooked meals delivered daily for two weeks.,Tamil,6f11894e-a3a1-42d2-b0f8-ac8e1cd7aa07,Assigned,17,,
9875bdb2-cf47-4c66-96f9-5acadc70ad53,Healthcare and Wellbeing,"28681 Mcdaniel Lodge, Cisneroshaven, UT 77809",Remote,High,Yes,Self,No,Help required for basic wound dressing,Volunteer needed to accompany a patient to a medical appointment.,Bengali,e92c6b23-c93f-47ce-be4d-3d8f1c344e2c,Completed,22,,
09d89a59-773d-4b7e-b57d-51a0af105a3e,Education and Career Support,"28197 Shah Place Suite 961, New Joseph, AK 52305",Remote,High,Yes,Self,No,Mentor required for college application,Looking for a mentor to guide a student with college applications.,Telugu,9c3b94eb-eb9d-4c14-b627-86468f17264d,Completed,20,,
bb7c0366-507c-4192-a2a7-eadda8c64a3c,Elderly Support,"294 Neal Common, South Stevenberg, NV 06309",Remote,Low,Yes,Self,Yes,Assistance needed for grocery shopping,An elderly resident needs weekly help with groceries.,Spanish,ccc7924b-3ea4-46e9-8f32-58c0710554bd,Open,24,,
c2966d3c-0e5b-4410-a816-d9956dbdc937,Healthcare and Wellbeing,"8347 Rebekah Passage, East Kenneth, GA 01399",Remote,High,Yes,Others,Yes,Medical appointment assistance,Individual needs help performing daily physiotherapy exercises.,Tamil,c4f1cd83-1ffe-4e72-9159-77f255a161c2,Assigned,11,,
7ee93304-4ce5-45bf-bd67-8e6ab8b4333d,Clothing Support,"76769 Nicholas Canyon, Ambermouth, CO 97847",Remote,High,No,Others,Yes,Requesting blankets and jackets,A low-income family needs warm clothing for two adults and one child.,Tamil,1946132b-22aa-4e20-899d-bafc813bfd93,Completed,25,,
d5af8f42-aaaf-49de-a3ad-1309564edb0d,Clothing Support,"7966 Rodriguez Stream, Hallstad, NM 49691",InPerson,Low,No,Others,No,Requesting blankets and jackets,Immediate need for blankets due to cold weather in the area.,Tamil,d3521200-7974-4067-93ff-25387a2080ac,Completed,8,,
31fb7f96-f28c-4059-b198-8a60b763fc7f,Elderly Support,"13599 Luna Fords, Lake Donaldview, KS 36593",InPerson,High,Yes,Others,No,Assistance needed for grocery shopping,A senior citizen is looking for someone to talk with daily.,Tamil,f6d9bc17-f1b7-465e-9d73-f766621c3fda,Completed,18,,
aa0c452a-4c50-48c6-8ca6-9ffb7154886a,Elderly Support,"70988 Case Hills, New Tamara, WV 07246",InPerson,Low,No,Self,Yes,Medication reminder support needed,Family needs a volunteer to remind an elderly person about medications.,Tamil,a9379a37-f9bb-4b43-a128-583356d06d2b,Completed,25,,
37e80136-f7d4-47e5-97d6-38942f569a69,Education and Career Support,"676 Beasley Fall Suite 275, Michaelstad, WV 02556",Remote,Low,No,Others,No,Mentor required for college application,A job seeker needs help preparing a resume and practicing interviews.,Spanish,d99d2b7b-0dec-4d53-8ce2-3e0c067c2ba2,Assigned,16,,
12b96314-48f7-4e87-a48d-9eb546b96424,Elderly Support,"5529 Wallace Cove Apt. 399, North Holly, ND 40931",Remote,Low,No,Others,No,Assistance needed for grocery shopping,A senior citizen is looking for someone to talk with daily.,Hindi,4b8bf990-cde2-4240-9f70-0b0fc3f3e815,Open,24,,
e89a2803-46cf-48e6-ba93-21c2ced4fb54,Elderly Support,"7085 Turner Plains Suite 702, East Jimmychester, KY 23701",Remote,Low,Yes,Self,No,Companion for elderly person,An elderly resident needs weekly help with groceries.,Tamil,a17d21a8-c2d9-45d0-8d40-925cf88a712c,Assigned,28,,
c77c49f8-d08c-405d-a605-7fedb5757374,Healthcare and Wellbeing,"99165 Curtis Summit Suite 049, Andreafort, WV 22254",Remote,High,Yes,Others,No,Help required for basic wound dressing,Request for someone to assist with basic wound dressing.,Telugu,b3f1f0e8-0607-4d47-84ff-13eb9da18ea6,Assigned,7,,
4d5e818d-2d71-4b71-8db0-bcd05ce478d9,Education and Career Support,"Unit 1099 Box 2314, DPO AP 91537",InPerson,Low,No,Self,Yes,Help with resume and job search,A job seeker needs help preparing a resume and practicing interviews.,English,dc65a94f-b07b-4694-a5fe-37de43d65675,Open,16,,
82d311a3-a13b-4419-8838-bdc73a0f83f7,Food and Essentials,"512 Ashley Harbors Suite 300, Victorview, SD 40705",Remote,Medium,No,Others,Yes,Support with distributing food kits,Essential food supplies needed for a financially distressed family.,English,d635e011-3bce-491a-8412-79b8534c96e6,Assigned,25,,
3f31dfa7-555f-4415-9ca8-7f0ec0c4938a,Clothing Support,"32821 Keith Ferry, North Jasonstad, SD 90655",InPerson,Medium,No,Self,Yes,Need winter clothing for family,A low-income family needs warm clothing for two adults and one child.,Tamil,03ff6205-0460-484f-973b-07eca3028ddb,Open,21,,
a38a1dc6-229f-4aaf-8ba7-07bf2204ed01,Housing,"4238 Dana Plains Apt. 402, South Shawnfort, VT 63627",Remote,High,Yes,Others,Yes,Temporary shelter assistance,Volunteers needed for packing and moving household items.,Bengali,32c722b6-33e0-4bb7-b86a-97abcb726d7e,Completed,24,,
07d1ed91-86ac-4412-8a4b-7693001423e9,Housing,"6387 Snyder Island Apt. 844, Paulville, AK 38106",InPerson,High,No,Others,Yes,Support needed for shifting,Person needs temporary shelter after losing housing.,English,11a57855-2612-4eec-a22c-f4f1e9f47fe2,Assigned,21,,
9f74f9f9-5804-45da-8b4f-b92f818319ae,Elderly Support,"3811 Anita Heights, South Angela, VA 64654",Remote,Medium,Yes,Self,No,Assistance needed for grocery shopping,A senior citizen is looking for someone to talk with daily.,Telugu,8004e031-c706-480d-8861-21f969a48fa7,Completed,8,,
0f0f6264-f5e6-467a-8c7b-fe007fd5a8bc,Food and Essentials,"95495 Lopez Hill, Robertland, CO 53398",Remote,High,Yes,Self,Yes,Support with distributing food kits,A family needs cooked meals delivered daily for two weeks.,Hindi,98e91111-09c1-413c-b347-e2179553ac37,Open,8,,
16614cd7-54a0-4d73-a7a7-17a47ab8e5be,Food and Essentials,"Unit 0626 Box 5366, DPO AE 44818",InPerson,Medium,No,Self,Yes,Support with distributing food kits,Volunteers required to distribute food kits to 20 families.,Tamil,8cb5cbca-0476-4263-86ee-e86ee72c62f0,Open,12,,
e43b8328-506a-4aeb-b1ad-3510972ab824,Healthcare and Wellbeing,"9540 Gregory River, Stevensport, GU 25956",InPerson,High,Yes,Self,Yes,Medical appointment assistance,Volunteer needed to accompany a patient to a medical appointment.,Spanish,70428918-e8d4-40fa-85ca-0d07345ba330,Assigned,25,,
89b38b3d-ac94-4ec8-9cc5-7d19564f4c50,Elderly Support,"501 John Route Suite 083, Lake Kyle, AK 46212",InPerson,Low,Yes,Self,Yes,Medication reminder support needed,Family needs a volunteer to remind an elderly person about medications.,Bengali,2054d5dc-f780-4b29-8450-8912db7a9cf6,Assigned,6,,
f29611d8-bd36-49c2-a6f0-8ed02acd9bce,Food and Essentials,"3317 Evans Spurs, Lake Derrick, AK 30491",InPerson,High,No,Self,Yes,Essential supplies required,A family needs cooked meals delivered daily for two weeks.,English,8a0cc6aa-c5e9-4c73-9186-64e87767991a,Completed,20,,
8e4c60bf-a382-4089-80b1-ff1fb426c443,Education and Career Support,"156 Marcus Gateway, Laneland, VA 91876",Remote,Medium,No,Others,No,Mentor required for college application,Student needs academic support in math and science for weekly sessions.,Spanish,5c9d8b2c-9408-4590-b714-c11501cf0b3f,Completed,30,,
3364a9ec-6bd4-4be7-a565-5b0401165317,Housing,"2146 Kristy Locks Suite 259, Lake Kimchester, CO 64824",InPerson,High,No,Others,Yes,Temporary shelter assistance,Volunteers needed for packing and moving household items.,Spanish,f45fb6aa-f915-43c9-8106-427bf03abe19,Assigned,4,,
00731c94-4e5b-48c4-b864-95ca0a196df5,Food and Essentials,"2258 Mora Light, Perezport, MS 02679",InPerson,Medium,Yes,Others,Yes,Support with distributing food kits,Volunteers required to distribute food kits to 20 families.,Bengali,b730169f-ab95-4a32-bec2-3fdd3afcab8d,Assigned,1,,
ddd395a1-2b5f-4395-9ee7-a6bf0e06e6e1,Education and Career Support,"334 Huang Ranch Suite 141, Port Julia, ID 50225",Remote,High,No,Others,No,Mentor required for college application,Student needs academic support in math and science for weekly sessions.,English,364f04d0-6c1b-4596-b2dd-d839bbbe3853,Completed,21,,
1b5983ba-bb57-4cd0-95ed-293ac135a313,Healthcare and Wellbeing,"USCGC Nguyen, FPO AE 20440",InPerson,Medium,No,Self,Yes,Help required for basic wound dressing,Individual needs help performing daily physiotherapy exercises.,Tamil,0b69d4b8-cac9-416c-a5b7-3456fd434986,Open,15,,
06d9f6ce-25ff-4eca-8ad5-d967f1078cc9,Clothing Support,"USNS Oconnor, FPO AP 16165",InPerson,High,No,Self,No,Requesting blankets and jackets,A low-income family needs warm clothing for two adults and one child.,Spanish,d776981b-2bdb-40fb-b548-ce0a7a55a7d8,Open,28,,
f41ef90f-cfb8-4f0c-8de7-17d5c7263ba6,Education and Career Support,"7005 Roberto Coves Apt. 243, Timothymouth, DE 94691",Remote,Low,No,Others,Yes,Mentor required for college application,Student needs academic support in math and science for weekly sessions.,Spanish,3c490311-6cd9-47ec-b345-16765ff58a95,Assigned,18,,
0588290c-61d0-4439-9986-80eed39d39c0,Education and Career Support,"14480 John Brooks, South Kevin, TN 33535",InPerson,High,No,Self,No,Help with resume and job search,Student needs academic support in math and science for weekly sessions.,Bengali,f39a8ea5-7a22-40e0-aa95-990dce3a981c,Open,30,,
6fee12e9-ce6f-4bf4-b37e-bf087f47f42e,Food and Essentials,"PSC 6813, Box 9426, APO AE 56169",InPerson,Low,No,Self,No,Support with distributing food kits,Essential food supplies needed for a financially distressed family.,Telugu,509e34b9-6989-4917-aa31-2a43bd56b2d2,Open,28,,
c1531639-bc6f-41f9-b379-2e6bbd01a4d9,Clothing Support,"9511 Brian Port, North Leslie, RI 77067",Remote,High,Yes,Others,Yes,Help required for donated clothes sorting,Looking for volunteers to sort and distribute donated clothes at the community center.,Tamil,44d3b9c3-fef6-4626-aea8-6c4a5626539c,Assigned,17,,
ddc9445b-fb70-4a8a-9cad-34271a125409,Healthcare and Wellbeing,"36782 Brewer Trafficway Apt. 139, Calebborough, LA 20015",InPerson,High,Yes,Self,No,Help required for basic wound dressing,Request for someone to assist with basic wound dressing.,Bengali,cd771d56-1031-440e-b60e-8e75121de2f6,Completed,28,,
c6bcc17b-6b68-4b24-9a4b-d61209ded189,Education and Career Support,"91944 Melissa Throughway, Port Michael, TN 61502",Remote,Medium,Yes,Self,Yes,Mentor required for college application,Looking for a mentor to guide a student with college applications.,Spanish,a8c40b26-ed77-4664-a791-aeb8bfdbaefa,Assigned,21,,
83d1f9cb-e9ee-4bae-b054-8a18ade9d78d,Elderly Support,"08577 Delacruz View, Bakerberg, WI 10651",Remote,High,Yes,Self,No,Medication reminder support needed,A senior citizen is looking for someone to talk with daily.,Telugu,fae96c84-67b3-4819-b98b-bae9c3dc3f18,Assigned,9,,
